SECTOR;MES;TITULO;NARRATIVA;OPCION_A_TXT;OPCION_A_LOGIC;OPCION_B_TXT;OPCION_B_LOGIC;OPCION_C_TXT;OPCION_C_LOGIC;OPCION_D_TXT;OPCION_D_LOGIC;Unnamed: 12;Unnamed: 13
PYME;22;El Comercial Estrella;Tienes un comercial que vende muchÃ­simo (trae el 40% de la facturaciÃ³n), pero es un mercenario. Te pide comisiones cada vez mÃ¡s altas y amenaza con irse a la competencia con su cartera de clientes si no cedes.;Cedo y le pago lo que pide. Soy rehÃ©n de sus ventas. Sin Ã©l, la empresa se hunde. Compro tiempo y paz con margen.;achievement -1;Le dejo ir. Nadie es imprescindible. Asumo el golpe de perder ventas a corto plazo y me pongo yo a vender para reconstruir la cartera. Independencia.;ambiguity_tolerance 3 | locus_control 3 | autonomy 2 | self_efficacy 1 | achievement -1;Contrato a dos comerciales junior para que aprendan de Ã©l (o le copien los contactos) y reducir mi dependencia poco a poco. Plan de sustituciÃ³n.;innovativeness 3 | self_efficacy 1 | achievement -1;Le ofrezco acciones de la empresa para vincularle a largo plazo y que deje de pensar como mercenario. Le hago socio (esposas de oro).;self_efficacy 1 | ambiguity_tolerance -1;;
PYME;23;Multa de InspecciÃ³n de Trabajo;Has tenido una inspecciÃ³n y te han puesto una multa de 6.000â‚¬ por un tema de prevenciÃ³n de riesgos (un papel que faltaba). Es injusto y recurrible, pero el recurso cuesta dinero y tiempo. Si pagas pronto, es la mitad.;Pago con descuento (3.000â‚¬) y me olvido. Me da rabia, pero mi tiempo vale mÃ¡s que mi razÃ³n. Pragmatismo puro y a otra cosa.;achievement 4 | ambiguity_tolerance 2 | emotional_stability -1;Recurro la multa hasta el final. Es una injusticia y no voy a regalar dinero a la administraciÃ³n por un papel. CuestiÃ³n de principios.;emotional_stability 3 | achievement 3 | risk_propensity -1;Busco al gestor que tenÃ­a que haber hecho ese papel y le exijo que pague Ã©l la multa o le demando por negligencia profesional.;self_efficacy 2 | ambiguity_tolerance -1;"Lloro y pataleo en la oficina, amargando a todo el mundo por la ""injusticia del sistema"", pero al final pago tarde y mal.";ambiguity_tolerance 1 | achievement -1;;
PYME;24;Crisis de ReputaciÃ³n Local;Ha salido un rumor en el pueblo de que tu empresa va a cerrar o que no paga a proveedores (es falso). Los clientes empiezan a preguntar y los proveedores te cortan el crÃ©dito. El rumor te estÃ¡ matando.;Hago una jornada de puertas abiertas o una fiesta para clientes y proveedores. Muestro mÃºsculo, sonrisas y normalidad. Mato el rumor con hechos.;emotional_stability 3 | ambiguity_tolerance 2 | risk_propensity -1;Emito un comunicado oficial serio desmintiendo los rumores y amenazando con acciones legales a quien los difunda. Defensa corporativa.;ambiguity_tolerance 1;Voy uno a uno hablando con los proveedores clave para enseÃ±arles mis cuentas y tranquilizarles. Trabajo de hormiga en la sombra.;ambiguity_tolerance 2 | self_efficacy 1 | achievement -1;"No hago nada. ""A palabras necias, oÃ­dos sordos"". Espero que el rumor muera solo. Riesgo de que la bola de nieve crezca.";ambiguity_tolerance 2 | autonomy 2 | achievement -1;;
PYME;25;El Local en Propiedad;Llevas 10 aÃ±os de alquiler. El dueÃ±o del local quiere venderlo. Te ofrece comprÃ¡rselo por 200.000â‚¬. Si no, lo vende a otro y te pueden echar. Hipotecarte te ata al negocio para siempre.;Lo compro. Es mi seguridad. Me hipoteco a 20 aÃ±os pero dejo de tirar dinero en alquiler. Echo raÃ­ces definitivas.;risk_propensity 2 | self_efficacy 1 | locus_control -1 | emotional_stability -1;No compro. Busco otro local de alquiler y me mudo. Prefiero la libertad de poder cerrar o moverme si el negocio va mal. Flexibilidad.;autonomy 3 | innovativeness 3 | risk_propensity 2 | self_efficacy 1 | achievement -1 | locus_control -1;Negocio un contrato de alquiler nuevo a largo plazo (15 aÃ±os) con el nuevo dueÃ±o para asegurar mi posiciÃ³n sin comprar. SoluciÃ³n legal.;self_efficacy 2 | locus_control 2 | ambiguity_tolerance -1;Compro el local a nombre de una sociedad patrimonial personal (no de la empresa) para separar el ladrillo del riesgo del negocio.;innovativeness 3 | self_efficacy 1 | achievement -1;;
PYME;26;Obsolescencia del Producto;Fabricas algo que se estÃ¡ dejando de usar (ej: agendas de papel). Las ventas caen un 5% cada aÃ±o. Tienes un negocio rentable hoy, pero muerto maÃ±ana. Â¿CuÃ¡ndo saltas?;Ahora. Invierto los beneficios de hoy en crear una lÃ­nea de negocio totalmente nueva y digital. Canibalizo mi propio negocio antes de que muera.;innovativeness 3 | risk_propensity 2 | self_efficacy 1 | achievement -1 | locus_control -1;Aguanto hasta el final. Reduzco costes y exprimo la vaca mientras dÃ© leche. SerÃ© el Ãºltimo fabricante de agendas y me quedarÃ© el nicho residual.;achievement 3 | emotional_stability -1;"Intento ""modernizar"" el producto viejo (agendas con QR). Un hÃ­brido que no suele funcionar pero que da sensaciÃ³n de cambio.";ambiguity_tolerance 1 | achievement -1;Vendo la empresa a un competidor incauto que quiera cuota de mercado, antes de que los nÃºmeros bajen mÃ¡s. Salida a tiempo.;autonomy 2 | innovativeness -1 | emotional_stability 2;;
PYME;27;El Asesor Externo;"Te sientes estancado. Un consultor te ofrece un plan de ""ReestructuraciÃ³n y Crecimiento"" por 10.000â‚¬. Te promete que doblarÃ¡s facturaciÃ³n. Te parece mucho dinero por ""consejos"".";Le contrato. Necesito una mirada externa y profesional. Yo solo no sÃ© salir de aquÃ­. Es una inversiÃ³n en conocimiento.;autonomy 3 | ambiguity_tolerance 2 | risk_propensity 2 | self_efficacy 1 | innovativeness -1 | locus_control -1;"No le contrato. ""Nadie conoce mi negocio mejor que yo"". Los consultores venden humo. Me compro libros y aprendo yo.";self_efficacy 2 | ambiguity_tolerance -1;Le contrato solo para un diagnÃ³stico inicial barato (1.000â‚¬) y ya decidirÃ© si implanto yo las medidas. Pruebo antes de comprar.;autonomy 3 | self_efficacy 1 | innovativeness -1 | emotional_stability 2;Busco un mentor gratis (empresario jubilado, asociaciÃ³n) que me ayude por altruismo. Busco sabidurÃ­a sin coste.;innovativeness 3 | self_efficacy 1 | achievement -1;;
PYME;28;Vacaciones del Equipo;Es verano. Todo el mundo quiere vacaciones en Agosto. Si se las das a todos, tienes que cerrar la empresa un mes y no facturas. Si no, hay peleas por las fechas.;Cierro en Agosto. Todo el mundo descansa a la vez. Ahorro costes operativos y evito peleas. Asumo la pÃ©rdida de facturaciÃ³n como coste estructural.;locus_control 2 | achievement -1;"No cierro. Establezco turnos rotatorios obligatorios. ""El negocio no para"". Alguien tiene que pringar en Agosto. Priorizo el servicio al cliente.";achievement 4 | emotional_stability -1;"Dejo que se organicen ellos. ""TenÃ©is que cubrir el servicio, arreglaos entre vosotros"". Les paso la patata caliente de la gestiÃ³n.";self_efficacy 1 | ambiguity_tolerance 2 | achievement -1;Ofrezco un bonus econÃ³mico a quien quiera trabajar en Agosto voluntariamente para cubrir el servicio. Incentivo con dinero.;innovativeness 2 | emotional_stability 2 | self_efficacy 1 | achievement -1;;
PYME;29;La Marca Blanca;"Un gran distribuidor te ofrece fabricar tu producto para su ""Marca Blanca"". Mucho volumen, margen ridÃ­culo y desaparece tu logo. Te convertirÃ­as en su fÃ¡brica.";Acepto. Lleno la fÃ¡brica y aseguro los costes fijos. El volumen me da tranquilidad aunque pierda identidad. Soy industrial, no marquista.;achievement 4 | emotional_stability -1;Rechazo. Quiero defender mi marca y mi margen. No quiero ser esclavo de un solo cliente que me puede apretar cuando quiera. Independencia.;autonomy 3 | risk_propensity 2 | self_efficacy 1 | innovativeness -1 | locus_control -1;Acepto pero uso una lÃ­nea de producciÃ³n vieja o sobrante para ellos, protegiendo mi capacidad principal para mi marca. Juego a dos bandas.;innovativeness 3 | self_efficacy 1 | emotional_stability 1 | achievement -1;Les ofrezco fabricar un producto diferente (peor calidad) para que no compita con el mÃ­o en el lineal. DiferenciaciÃ³n.;self_efficacy 1 | ambiguity_tolerance -1;;
PYME;30;El Accidente Laboral;"Un empleado se ha cortado un dedo en una mÃ¡quina porque quitÃ³ la protecciÃ³n de seguridad ""para ir mÃ¡s rÃ¡pido"". La inspecciÃ³n de trabajo va a venir. Tienes miedo.";"Digo la verdad: ""El empleado quitÃ³ la protecciÃ³n bajo su responsabilidad"". Tengo los cursos de formaciÃ³n firmados. Me defiendo legalmente.";locus_control 2 | emotional_stability -1;Intento llegar a un acuerdo con el empleado para que no denuncie, pagÃ¡ndole una indemnizaciÃ³n extraoficial. Compro su silencio.;self_efficacy 1 | risk_propensity 2 | ambiguity_tolerance -1 | locus_control -1;Reviso todas las mÃ¡quinas de la fÃ¡brica esa noche y pongo protecciones nuevas antes de que venga el inspector. Maquillo la escena.;emotional_stability -1;Asumo la culpa como empresa por no vigilar lo suficiente. Pago la multa y mejoro los protocolos. Liderazgo responsable extremo.;locus_control 3 | emotional_stability 3 | achievement -1;;
PYME;31;SucesiÃ³n Familiar;"Tienes 55 aÃ±os. Tu hija trabaja contigo y lo hace bien, pero tu hijo (que estaba fuera) quiere volver y ""dirigir"". Tu hija se siente desplazada. Conflicto sucesorio.";Apoyo a mi hija. Ella se lo ha ganado trabajando aquÃ­ aÃ±os. La meritocracia estÃ¡ por encima del gÃ©nero o la primogenitura. Me enfrento a mi hijo.;emotional_stability 3 | risk_propensity 2 | self_efficacy 1 | achievement -1 | locus_control -1;"Intento ponerles a los dos de co-directores. ""Hermanos unidos"". Busco una paz artificial que seguramente acabe en guerra civil.";ambiguity_tolerance 1;Contrato a un profesional externo para que dirija y dejo a mis hijos en el Consejo de AdministraciÃ³n. Saco a la familia de la gestiÃ³n diaria.;ambiguity_tolerance 1;"No decido nada. ""Ya se arreglarÃ¡n cuando yo falte"". Dejo el problema para el futuro. CobardÃ­a paterna.";innovativeness 3 | self_efficacy 1 | achievement -1;;
PYME;32;La Crisis de los 40 (de la empresa);Tu empresa lleva 15 aÃ±os haciendo lo mismo. Es rentable pero aburrida. TÃº estÃ¡s aburrido. Todo funciona por inercia. Sientes que te mueres en vida.;Monto una nueva lÃ­nea de negocio radicalmente distinta dentro de la empresa para volver a sentir la adrenalina. Intraemprendimiento.;innovativeness 3 | risk_propensity 2 | self_efficacy 1 | achievement -1 | locus_control -1;Me compro un coche deportivo y me dedico a jugar al golf, dejando que la empresa funcione sola. Disfruto de lo conseguido. El rey vago.;autonomy 2 | innovativeness -1 | emotional_stability 2;Vendo la empresa y monto una startup desde cero. Necesito volver a la casilla de salida. Soy emprendedor, no gestor.;risk_propensity 3 | autonomy 2 | self_efficacy 1 | emotional_stability -1 | locus_control -1;Ficho talento joven para que revolucionen la empresa ellos, mientras yo les mentorizo. Transfiero mi energÃ­a a la siguiente generaciÃ³n.;self_efficacy 2 | ambiguity_tolerance -1;;
PYME;33;El Chantaje del Casero;"Se acaba tu contrato de alquiler del local. El dueÃ±o sabe que te va bien y te quiere subir el precio un 50%. ""Si no te gusta, te vas"". Tienes toda tu clientela ahÃ­.";Me voy. No acepto chantajes. Busco un local cercano y hago una campaÃ±a agresiva para mover a mis clientes. Asumo el coste del traslado.;autonomy 3 | locus_control 3 | ambiguity_tolerance 2 | innovativeness -1;Pago la subida. El coste de traslado y pÃ©rdida de clientes es mayor que la subida. Soy cautivo de mi ubicaciÃ³n. Trago y pago.;achievement 4 | emotional_stability -1;Negocio una subida escalonada a 5 aÃ±os a cambio de reformas en el local. Intento buscar un Win-Win dentro de la extorsiÃ³n.;self_efficacy 2 | innovativeness 2 | ambiguity_tolerance 2 | emotional_stability 1 | achievement -1;Busco trapos sucios del local o del dueÃ±o para presionarle a la baja. Juego sucio defensivo.;locus_control 2 | emotional_stability -1;;
PYME;34;Subvenciones;"Ha salido una subvenciÃ³n europea para ""DigitalizaciÃ³n Sostenible"". Te dan 10.000â‚¬ a fondo perdido. No tienes pensado hacer nada de eso, pero el dinero es gratis.";"Pido la subvenciÃ³n y me invento un proyecto para justificarla. ""Hay que coger el dinero que cae del cielo"". Caza-subvenciones.";emotional_stability -1;No la pido. El tiempo que pierdo en papeles vale mÃ¡s que 10.000â‚¬. Me centro en vender a clientes, no en pedir al Estado. Foco.;achievement 4 | autonomy 2 | locus_control 2 | emotional_stability -1;Pido la subvenciÃ³n y aprovecho para hacer una reforma real que tenÃ­a pendiente, adaptÃ¡ndola a los requisitos. Aprovecho la oportunidad.;risk_propensity 2 | self_efficacy 1 | emotional_stability -1 | locus_control -1;Contrato a una consultora que me la gestione a cambio de un % de Ã©xito. Externalizo el dolor burocrÃ¡tico.;self_efficacy 2 | ambiguity_tolerance -1;;
PYME;35;Proveedor Local vs Global;Compras materia prima a un proveedor local del pueblo (caro) para apoyar la economÃ­a de la zona. Un proveedor internacional te ofrece lo mismo un 30% mÃ¡s barato.;Cambio al internacional. Tengo que ser competitivo. Si no cuido mi margen, cerrarÃ© yo y no podrÃ© ayudar a nadie. El mercado es global.;achievement 4 | emotional_stability -1 | self_efficacy -2;"Sigo con el local. Mi marca es ""KilÃ³metro Cero"" y apoyo a mi comunidad. Eso es parte de mi valor y mi historia. Coherencia.";emotional_stability 3 | risk_propensity -1 | autonomy 1;Presiono al local con la oferta del internacional para que baje precios. Le obligo a ser mÃ¡s eficiente. TracciÃ³n de la cadena.;self_efficacy 2 | emotional_stability 2 | ambiguity_tolerance -1;Compro el 80% al barato y el 20% al local para mantener la relaciÃ³n y la imagen. HipocresÃ­a tÃ¡ctica.;innovativeness 3 | emotional_stability 2 | self_efficacy 1 | achievement -1;;
PYME;36;El Cliente PolÃ­tico;El Ayuntamiento te ofrece un contrato a dedo (sin concurso) porque conoces al concejal. Es mucho dinero, pero huele a favoritismo. Si cambia el gobierno, te quedarÃ¡s fuera.;"Lo cojo. ""Aprovecha la racha"". El dinero pÃºblico tambiÃ©n vale. Facturo todo lo que pueda mientras dure mi contacto.";risk_propensity 3 | achievement 3 | self_efficacy 1 | emotional_stability -1 | locus_control -1;No lo cojo. No quiero que me etiqueten polÃ­ticamente ni depender de favores. Quiero clientes privados que me compren por mi calidad.;autonomy 3 | emotional_stability 3 | innovativeness 2 | self_efficacy 1 | achievement -1;Lo cojo pero hago el trabajo de forma impecable y a precio de mercado, para que nadie pueda decir nada. Intento hacerlo Ã©tico.;self_efficacy 1 | risk_propensity 1 | ambiguity_tolerance -1;"Le pido que lo saquen a concurso pÃºblico para presentarme legalmente y ganarlo ""limpiamente"" (sabiendo que tengo ventaja).";innovativeness 2 | self_efficacy 1 | emotional_stability 1 | achievement -1;;
PYME;37;Delegar la Caja;Sigues siendo el Ãºnico que toca el dinero y las cuentas bancarias. No te fÃ­as de nadie. Eso te obliga a estar siempre disponible para pagar cualquier cosa.;Delego la gestiÃ³n financiera en un administrativo o el gerente. Pongo controles, pero suelto la llave de la caja. Confianza operativa.;self_efficacy 2 | ambiguity_tolerance 3 | autonomy 2 | risk_propensity 2 | achievement -1 | locus_control -1;"Sigo controlando yo cada euro. ""El ojo del amo engorda el caballo"". Nadie cuidarÃ¡ mi dinero como yo. Esclavitud voluntaria.";ambiguity_tolerance 1;Automatizo pagos y cobros con el banco para tener que intervenir lo mÃ­nimo posible, pero sin dar acceso a personas. TecnologÃ­a.;achievement 4 | emotional_stability -1;Le doy firma mancomunada (necesita dos firmas) a mi socio/pareja para no estar solo, pero manteniendo seguridad.;autonomy 1 | innovativeness -1 | emotional_stability 2;;
PYME;38;Redes Sociales;"No tienes redes sociales. ""Eso es para niÃ±os"". Tus clientes te dicen que no te encuentran en Instagram. Sientes que te estÃ¡s volviendo invisible.";Contrato a un Community Manager profesional. No sÃ© hacerlo, asÃ­ que pago a alguien que sepa. InversiÃ³n en visibilidad.;risk_propensity 3 | self_efficacy 2 | emotional_stability -1 | locus_control -1;"Me abro la cuenta y subo fotos cutres yo mismo. ""Mejor hecho que perfecto"". Lo intento con mis medios.";innovativeness 3 | self_efficacy 1 | achievement -1;Sigo sin redes. Si mi producto es bueno, el boca a boca funciona. Me niego a entrar en la rueda del postureo.;autonomy 2 | innovativeness -1 | emotional_stability 2;Le pido a mi sobrino que me lo lleve gratis. SoluciÃ³n chapucera tÃ­pica de PYME.;ambiguity_tolerance 1 | achievement -1;;
PYME;39;FormaciÃ³n del DueÃ±o;Hace 20 aÃ±os que no estudias nada. Sientes que el mundo empresarial te supera (IA, Marketing Digital, Finanzas).;Me apunto a un programa de direcciÃ³n para empresarios (caro y exigente). Vuelvo a la escuela. Humildad para aprender.;emotional_stability 3 | risk_propensity 2 | self_efficacy 1 | achievement -1 | locus_control -1;"No estudio. ""La universidad de la vida es la mejor"". Mi experiencia vale mÃ¡s que cualquier teorÃ­a. Arrogancia del superviviente.";ambiguity_tolerance 1;Leo libros y veo vÃ­deos de YouTube por las noches. AutoformaciÃ³n barata y a mi ritmo.;autonomy 2 | achievement 2 | innovativeness -1 | emotional_stability 2;Contrato a gente que sepa de eso para que lo hagan ellos. Yo no necesito saber, necesito dirigir.;self_efficacy 2 | achievement 3 | autonomy 1 | ambiguity_tolerance -1;;
PYME;40;El Susto de Salud;"Te ha dado un amago de infarto. El mÃ©dico dice: ""O bajas el ritmo o te mueres"". Tu empresa depende 100% de tu presencia diaria.";Cambio de vida radical. Contrato un gerente general, le doy las llaves y me voy a casa a las 15:00. La empresa sobrevivirÃ¡ (o no), pero yo sÃ­.;self_efficacy 2 | ambiguity_tolerance -1;"Sigo igual. ""No puedo parar"". Creo que soy inmortal o que sin mÃ­ todo se hunde. NegaciÃ³n suicida.";risk_propensity 2 | self_efficacy 1 | emotional_stability -1 | locus_control -1;Vendo la empresa rÃ¡pidamente al mejor postor. El susto me ha hecho ver que el dinero no vale nada si no estÃ¡s. Salida de emergencia.;risk_propensity 2 | autonomy 2 | self_efficacy 1 | emotional_stability -1 | locus_control -1;"Intento ""tomÃ¡rmelo con calma"" pero sigo yendo a la oficina y controlando todo, engaÃ±Ã¡ndome a mÃ­ mismo.";locus_control 3 | emotional_stability 2 | risk_propensity -1;;
HOSTELERIA;1;La UbicaciÃ³n Maldita;"Te ofrecen un local en la calle mÃ¡s transitada de la ciudad a un precio sospechosamente bajo. El dueÃ±o anterior se suicidÃ³ allÃ­ y en el barrio dicen que el sitio estÃ¡ ""gafado"". Llevas 3 negocios fracasados en ese mismo local en los Ãºltimos 5 aÃ±os. Si no firmas hoy, perderÃ¡s la oportunidad de esa ubicaciÃ³n premium.";Lo alquilo sin dudar. Soy ateo y pragmÃ¡tico. El trÃ¡fico peatonal es lo Ãºnico que importa en hostelerÃ­a. Limpio la energÃ­a con lejÃ­a y una buena reforma. El Ã©xito cura la supersticiÃ³n.;risk_propensity 3 | achievement 4 | self_efficacy 1 | emotional_stability -1 | locus_control -1;Ni loco. La energÃ­a del sitio importa y los clientes son supersticiosos. Si huele a fracaso, nadie entrarÃ¡ por mucha reforma que haga. Sigo buscando aunque me cueste mÃ¡s caro.;ambiguity_tolerance 3 | achievement -1;"Lo alquilo pero hago una ceremonia de ""limpieza de karma"" pÃºblica (Feng Shui / Cura) convirtiÃ©ndolo en un evento de marketing para el barrio. Le doy la vuelta al relato negativo.";innovativeness 3 | self_efficacy 1 | achievement -1;Investigo a fondo en el registro y con vecinos por quÃ© fracasaron los anteriores (Â¿Deudas? Â¿Licencias? Â¿Mafia?) antes de firmar nada. No creo en fantasmas, pero sÃ­ en problemas ocultos.;ambiguity_tolerance 1 | achievement -1;;
HOSTELERIA;2;El Chef Diva;Tu Jefe de Cocina es un genio culinario, su comida llena el restaurante cada noche. Pero es un dÃ©spota absoluto: grita a los camareros, tira platos al suelo y crea un ambiente de terror. Hoy ha hecho llorar al jefe de sala delante de los clientes en medio del servicio.;Le despido en el acto delante de todos. En mi casa no se grita. Prefiero bajar la calidad de la comida temporalmente que tener un ambiente tÃ³xico. La cultura se come a la estrategia.;emotional_stability 3 | risk_propensity -1 | autonomy 1;Le aguanto y le subo el sueldo para que estÃ© contento. El negocio depende totalmente de su comida. Si se va, cerramos. Le pongo un saco de boxeo en la trastienda para que se desahogue.;achievement 4 | emotional_stability -1;"Me meto en la cocina y le grito mÃ¡s fuerte que Ã©l para marcar territorio. ""AquÃ­ mando yo"". Busco la sumisiÃ³n por la fuerza bruta. Duelo de Alfas.";self_efficacy -2;Le ofrezco ser socio minoritario (5%) para que sienta que el negocio es suyo y empiece a cuidar al personal por su propio interÃ©s econÃ³mico (el dinero le duele).;innovativeness 3 | self_efficacy 1 | risk_propensity 2 | achievement -1 | locus_control -1;;
HOSTELERIA;3;La ReseÃ±a Falsa Masiva;"Un competidor envidioso ha organizado un ataque coordinado: 50 reseÃ±as de 1 estrella en Google en una sola noche diciendo que ""hay cucarachas"" y ""la comida estÃ¡ podrida"". Tu nota media ha bajado de 4.8 a 3.2 en horas y las reservas se han parado.";Denuncio a Google y espero sentado a que lo resuelvan. ConfÃ­o en la justicia de la plataforma, aunque tarden semanas y pierda clientes mientras tanto. Soy legalista y paciente.;ambiguity_tolerance 3 | achievement -1;Contesto a cada reseÃ±a falsa con humor inteligente e ironÃ­a, invitando a la gente a ver nuestras cocinas impolutas en directo. Me hago viral por mi respuesta elegante y transparente.;ambiguity_tolerance 3 | emotional_stability 2 | achievement -1;"Compro 100 reseÃ±as falsas de 5 estrellas en una granja de clicks para enterrar las malas. ""Fuego con fuego"". Guerra sucia para sobrevivir el algoritmo.";risk_propensity 2 | self_efficacy 1 | locus_control -1 | emotional_stability -3;"Investigo quiÃ©n ha sido (sÃ© quiÃ©n es) y voy a su local a ""tener unas palabras"" o pincharle las ruedas del coche. Ojo por ojo, diente por diente.";achievement -1 | emotional_stability -3;;
HOSTELERIA;4;Carne de Dudosa Procedencia;"Tu proveedor habitual te ha fallado un viernes. Te ofrecen un lote de solomillos a mitad de precio sin etiquetado claro. El vendedor dice: ""Es de primera, se cayÃ³ de un camiÃ³n, no preguntes"". Tienes el restaurante lleno este fin de semana y sin carne no hay servicio.";Compro el lote. El margen estÃ¡ muy apretado y si se cocina bien, el cliente no nota la etiqueta. Necesito maximizar el beneficio para pagar deudas urgentes.;risk_propensity 3 | self_efficacy 1 | locus_control -1 | emotional_stability -3;No compro. La seguridad alimentaria es sagrada. Si no tengo solomillo, borro el plato de la carta hoy y pido disculpas. No juego con la salud de mis clientes.;autonomy 3 | innovativeness -1 | emotional_stability 2;Compro un poco para el menÃº del dÃ­a (barato) y uso la carne buena certificada que me queda para la carta cara. Diversifico el riesgo Ã©tico.;risk_propensity 2 | achievement 3 | self_efficacy 1 | emotional_stability -1 | locus_control -1;Le digo que no, pero me guardo su telÃ©fono por si acaso me veo mÃ¡s apurado el mes que viene. Dejo la puerta al lado oscuro entreabierta por miedo.;ambiguity_tolerance 1 | achievement -1;;
HOSTELERIA;5;Robo en la Caja;Faltan 50â‚¬ en la caja todos los dÃ­as desde hace una semana. Tienes 3 camareros sospechosos, pero ninguna prueba fÃ­sica. El ambiente es tenso y todos se miran mal. Si no haces nada, te arruinarÃ¡n poco a poco.;Instalo cÃ¡maras ocultas enfocando a la caja sin avisar a nadie (ilegal). Quiero pillar al ladrÃ³n con las manos en la masa y despedirle procedente con pruebas.;ambiguity_tolerance 1;Les reÃºno y digo que descontarÃ© lo que falte del bote de propinas de todos a partir de ahora. Castigo colectivo para que el grupo presione al ladrÃ³n.;emotional_stability 2 | self_efficacy -2;"Despido a los 3 camareros y contrato un equipo nuevo entero. ""Muerto el perro se acabÃ³ la rabia"". No tengo tiempo para jugar a detectives ni psicÃ³logos.";achievement 4 | risk_propensity 3 | self_efficacy 1 | emotional_stability -1 | locus_control -1;Me siento con cada uno individualmente a mirarles a los ojos y preguntarles cÃ³mo van de dinero, intentando que el culpable se derrumbe o confiese por presiÃ³n psicolÃ³gica.;ambiguity_tolerance 2 | self_efficacy 1 | autonomy 2 | achievement -1;;
HOSTELERIA;6;El Influencer GorrÃ³n;"Llega un TikToker famoso (1M seguidores) con su sÃ©quito de amigos. Pide cenar gratis a cambio de una ""story"" y un post. Es sÃ¡bado noche y tienes cola en la puerta. Su actitud es prepotente y exige la mejor mesa.";Le invito a todo y le trato como a un rey. Es publicidad barata. Una foto suya vale mÃ¡s que 1.000â‚¬ en anuncios de Facebook. Me trago el orgullo por el negocio.;innovativeness 2 | emotional_stability 2 | self_efficacy 1 | achievement -1;"Le cobro como a todo hijo de vecino. ""AquÃ­ se viene a comer, no a trabajar"". Mi trabajo y mis materias primas se respetan. No regalo nada a nadie.";ambiguity_tolerance 1;Le propongo un trato: Paga la cena, y le doy un cÃ³digo de descuento para sus seguidores. Si me trae 10 clientes reales, le devuelvo el dinero.;innovativeness 3 | self_efficacy 2 | achievement -1 | risk_propensity -1;"Le echo del restaurante por jeta delante de todo el mundo. Me hago viral por ser el ""restaurante anti-influencers"". Marketing a la inversa arriesgado.";risk_propensity 3 | self_efficacy 1 | emotional_stability -1 | locus_control -1;;
HOSTELERIA;7;InspecciÃ³n Sorpresa;Entra un inspector de Sanidad un viernes a las 14:00, plena hora punta. Tienes la campana extractora llena de grasa (ilegal) y algunos productos sin fechar en la nevera. Sabes que te pueden cerrar el local hoy mismo si se pone estricto.;"Intento ""invitar a comer"" al inspector o sugerir un sobre discreto en el despacho. La corrupciÃ³n es el aceite del sistema y no puedo permitirme cerrar un viernes.";risk_propensity 3 | self_efficacy 1 | locus_control -1 | emotional_stability -3;Asumo la culpa con humildad, cierro la cocina voluntariamente ahora mismo delante de Ã©l y me pongo a limpiar. Espero que valore mi reacciÃ³n y no me multe.;locus_control 3 | emotional_stability 3 | achievement -1;Le lloro diciendo que estamos empezando, que tengo familia y que por favor no me hunda. Apelo a la lÃ¡stima y al victimismo para ablandarle.;ambiguity_tolerance 1;Culpo al equipo de limpieza a gritos delante del inspector para demostrar que yo soy exigente y que es culpa de ellos. Busco un chivo expiatorio para salvarme.;self_efficacy -3;;
HOSTELERIA;8;La Fiesta Privada Ilegal;Un cliente VIP (con fama de negocios turbios) quiere cerrar el restaurante para una fiesta privada hasta las 6:00 AM. Paga 10.000â‚¬ en efectivo, sin factura. Tu licencia solo te deja abrir hasta las 2:00 AM. Los vecinos estÃ¡n al acecho.;Acepto. El dinero no tiene olor y 10k en B me arreglan el trimestre. Cierro persianas, subo la mÃºsica y que pase lo que tenga que pasar.;risk_propensity 3 | self_efficacy 1 | emotional_stability -1 | locus_control -1;Rechazo. No quiero ese tipo de clientela ni problemas con la policÃ­a o vecinos. Mi tranquilidad y mi licencia valen mÃ¡s que 10.000â‚¬ fÃ¡ciles.;emotional_stability 3 | innovativeness 2 | self_efficacy 1 | risk_propensity -1 | achievement -1;"Acepto pero aviso a la policÃ­a anÃ³nimamente a las 3:00 AM de que hay ruido, para que la fiesta acabe ""por fuerza mayor"" y quedarme el dinero ya cobrado.";emotional_stability -3;"Le digo que ""estÃ¡ ocupado"" ese dÃ­a para no ofenderle ni tener que decirle que no a su cara. Evito el conflicto con mentiras piadosas por miedo.";ambiguity_tolerance 1 | achievement -1;;
